DB_DrugID,DB_DrugName,CTD_ChemicalName,CTD_ChemicalID,DiseaseID,DiseaseName
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D001008,Anxiety Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D001037,Aphasia
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D001714,Bipolar Disorder
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D003866,Depressive Disorder
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D020820,Dyskinesias
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D006212,Hallucinations
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D006561,Herpes Simplex
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D006948,Hyperkinesis
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D007970,Leukopenia
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D003865,Major Depressive Disorder
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D008569,Memory Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D001523,Mental Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D008881,Migraine Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D019964,Mood Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D010259,Paranoid Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D020795,Photophobia
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D011507,Proteinuria
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D011595,Psychomotor Agitation
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D011618,Psychotic Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D012559,Schizophrenia
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D007319,Sleep Initiation and Maintenance Disorders
DB14509,Lithium carbonate,Lithium Carbonate,D016651,MESH:D013971,Thyrotoxicosis
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D000437,Alcoholism
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D018771,Arthralgia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D001259,Ataxia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D001714,Bipolar Disorder
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D002524,Cerebellar Ataxia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D019970,Cocaine-Related Disorders
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D003928,Diabetic Nephropathies
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D003929,Diabetic Neuropathies
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D004421,Dystonia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D004827,Epilepsy
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D004916,Erythromelalgia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D020329,Essential Tremor
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D006930,Hyperalgesia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D006965,Hyperplasia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D000860,Hypoxia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D007249,Inflammation
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D043183,Irritable Bowel Syndrome
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D007889,Leiomyoma
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D008881,Migraine Disorders
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D009135,Muscular Diseases
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D009410,Nerve Degeneration
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D009437,Neuralgia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D010146,Pain
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D010243,Paralysis
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D010292,Paresthesia
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D010300,Parkinson Disease
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D011115,Polyneuropathies
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D011164,Porphyrias
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D010149,Postoperative Pain
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D012148,Restless Legs Syndrome
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D012640,Seizures
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D020886,Somatosensory Disorders
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D020754,Spinocerebellar Ataxias
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D014202,Tremor
DB00996,Gabapentin,Gabapentin,D000077206,MESH:D014277,Trigeminal Neuralgia
DB00740,Riluzole,Riluzole,D019782,MESH:D000690,Amyotrophic Lateral Sclerosis
DB00740,Riluzole,Riluzole,D019782,MESH:D006948,Hyperkinesis
DB00740,Riluzole,Riluzole,D019782,MESH:D007511,Ischemia
DB00740,Riluzole,Riluzole,D019782,MESH:D020149,Manganese Poisoning
DB00740,Riluzole,Riluzole,D019782,MESH:D009069,Movement Disorders
DB00740,Riluzole,Riluzole,D019782,MESH:D009336,Necrosis
DB00740,Riluzole,Riluzole,D019782,MESH:D009410,Nerve Degeneration
DB00740,Riluzole,Riluzole,D019782,MESH:D010146,Pain
DB00740,Riluzole,Riluzole,D019782,MESH:D012164,Retinal Diseases
DB00740,Riluzole,Riluzole,D019782,MESH:D012178,Retinopathy of Prematurity
DB00740,Riluzole,Riluzole,D019782,MESH:D012640,Seizures
DB01083,Orlistat,Orlistat,D000077403,MESH:D050197,Atherosclerosis
DB01083,Orlistat,Orlistat,D000077403,MESH:D001943,Breast Neoplasms
DB01083,Orlistat,Orlistat,D000077403,MESH:D063646,Carcinogenesis
DB01083,Orlistat,Orlistat,D000077403,MESH:D002277,Carcinoma
DB01083,Orlistat,Orlistat,D000077403,MESH:D015179,Colorectal Neoplasms
DB01083,Orlistat,Orlistat,D000077403,MESH:D048909,Diabetes Complications
DB01083,Orlistat,Orlistat,D000077403,MESH:D005234,Fatty Liver
DB01083,Orlistat,Orlistat,D000077403,MESH:D006333,Heart Failure
DB01083,Orlistat,Orlistat,D000077403,MESH:D006529,Hepatomegaly
DB01083,Orlistat,Orlistat,D000077403,MESH:D006932,Hyperbilirubinemia
DB01083,Orlistat,Orlistat,D000077403,MESH:D006937,Hypercholesterolemia
DB01083,Orlistat,Orlistat,D000077403,MESH:D006949,Hyperlipidemias
DB01083,Orlistat,Orlistat,D000077403,MESH:D006973,Hypertension
DB01083,Orlistat,Orlistat,D000077403,MESH:D015228,Hypertriglyceridemia
DB01083,Orlistat,Orlistat,D000077403,MESH:D007249,Inflammation
DB01083,Orlistat,Orlistat,D000077403,MESH:D007333,Insulin Resistance
DB01083,Orlistat,Orlistat,D000077403,MESH:D008103,Liver Cirrhosis
DB01083,Orlistat,Orlistat,D000077403,MESH:D008207,Lymphatic Metastasis
DB01083,Orlistat,Orlistat,D000077403,MESH:D008545,Melanoma
DB01083,Orlistat,Orlistat,D000077403,MESH:D024821,Metabolic Syndrome
DB01083,Orlistat,Orlistat,D000077403,MESH:D009164,Mycobacterium Infections
DB01083,Orlistat,Orlistat,D000077403,MESH:D009369,Neoplasms
DB01083,Orlistat,Orlistat,D000077403,MESH:D065626,Non-alcoholic Fatty Liver Disease
DB01083,Orlistat,Orlistat,D000077403,MESH:D009765,Obesity
DB01083,Orlistat,Orlistat,D000077403,MESH:D011085,Polycystic Ovary Syndrome
DB01083,Orlistat,Orlistat,D000077403,MESH:D011471,Prostatic Neoplasms
DB01083,Orlistat,Orlistat,D000077403,MESH:D012035,Refsum Disease
DB01083,Orlistat,Orlistat,D000077403,MESH:D012769,Shock
DB01083,Orlistat,Orlistat,D000077403,MESH:D013274,Stomach Neoplasms
DB01083,Orlistat,Orlistat,D000077403,MESH:D015430,Weight Gain
DB00759,Tetracycline,Tetracycline,D013752,MESH:D000152,Acne Vulgaris
DB00759,Tetracycline,Tetracycline,D013752,MESH:D050197,Atherosclerosis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D002006,Brucellosis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D003560,Cysts
DB00759,Tetracycline,Tetracycline,D013752,MESH:D003967,Diarrhea
DB00759,Tetracycline,Tetracycline,D013752,MESH:D004927,Escherichia coli Infections
DB00759,Tetracycline,Tetracycline,D013752,MESH:D016481,Helicobacter Infections
DB00759,Tetracycline,Tetracycline,D013752,MESH:D006965,Hyperplasia
DB00759,Tetracycline,Tetracycline,D013752,MESH:D007249,Inflammation
DB00759,Tetracycline,Tetracycline,D013752,MESH:D008288,Malaria
DB00759,Tetracycline,Tetracycline,D013752,MESH:D008679,Metaplasia
DB00759,Tetracycline,Tetracycline,D013752,MESH:D009336,Necrosis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D010518,Periodontitis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D010996,Pleural Effusion
DB00759,Tetracycline,Tetracycline,D013752,MESH:D011008,Pneumococcal Infections
DB00759,Tetracycline,Tetracycline,D013752,MESH:D011230,Precancerous Conditions
DB00759,Tetracycline,Tetracycline,D013752,MESH:D017096,Prion Diseases
DB00759,Tetracycline,Tetracycline,D013752,MESH:D011565,Psoriasis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D011704,Pyelonephritis
DB00759,Tetracycline,Tetracycline,D013752,MESH:D012141,Respiratory Tract Infections
DB00759,Tetracycline,Tetracycline,D013752,MESH:D012393,Rosacea
DB00759,Tetracycline,Tetracycline,D013752,MESH:D013203,Staphylococcal Infections
DB00759,Tetracycline,Tetracycline,D013752,MESH:D013959,Thyroid Diseases
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D000471,Alkalosis
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D001259,Ataxia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D001929,Brain Edema
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D002524,Cerebellar Ataxia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D002543,Cerebral Hemorrhage
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D006259,Craniocerebral Trauma
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D004421,Dystonia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D004827,Epilepsy
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D005131,Eye Injuries
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D005901,Glaucoma
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D006261,Headache
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D006849,Hydrocephalus
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D006930,Hyperalgesia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D020514,Hypokalemic Periodic Paralysis
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D000860,Hypoxia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D019586,Intracranial Hypertension
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D009222,Myotonia
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D009224,Myotonia Congenita
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D020967,Myotonic Disorders
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D009798,Ocular Hypertension
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D010243,Paralysis
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D011595,Psychomotor Agitation
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D012640,Seizures
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D020521,Stroke
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D014202,Tremor
DB00819,Acetazolamide,Acetazolamide,D000086,MESH:D014839,Vomiting
DB00162,Vitamin A,Vitamin A,D014801,MESH:D000152,Acne Vulgaris
DB00162,Vitamin A,Vitamin A,D014801,MESH:D000740,Anemia
DB00162,Vitamin A,Vitamin A,D014801,MESH:D001008,Anxiety Disorders
DB00162,Vitamin A,Vitamin A,D014801,MESH:D001997,Bronchopulmonary Dysplasia
DB00162,Vitamin A,Vitamin A,D014801,MESH:D009202,Cardiomyopathies
DB00162,Vitamin A,Vitamin A,D014801,MESH:D002386,Cataract
DB00162,Vitamin A,Vitamin A,D014801,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00162,Vitamin A,Vitamin A,D014801,MESH:D003110,Colonic Neoplasms
DB00162,Vitamin A,Vitamin A,D014801,MESH:D003316,Corneal Diseases
DB00162,Vitamin A,Vitamin A,D014801,MESH:D015658,HIV Infections
DB00162,Vitamin A,Vitamin A,D014801,MESH:D007057,Ichthyosis
DB00162,Vitamin A,Vitamin A,D014801,MESH:D007414,Intestinal Neoplasms
DB00162,Vitamin A,Vitamin A,D014801,MESH:D008103,Liver Cirrhosis
DB00162,Vitamin A,Vitamin A,D014801,MESH:D008171,Lung Diseases
DB00162,Vitamin A,Vitamin A,D014801,MESH:D009369,Neoplasms
DB00162,Vitamin A,Vitamin A,D014801,MESH:D010859,Pigmentation Disorders
DB00162,Vitamin A,Vitamin A,D014801,MESH:D011565,Psoriasis
DB00162,Vitamin A,Vitamin A,D014801,MESH:D012871,Skin Diseases
DB00162,Vitamin A,Vitamin A,D014801,MESH:D014802,Vitamin A Deficiency
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D000361,Agammaglobulinemia
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D000707,Anaphylaxis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D001168,Arthritis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D001528,Behcet Syndrome
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D001943,Breast Neoplasms
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D003092,Colitis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D003424,Crohn Disease
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D003967,Diarrhea
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D004487,Edema
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D019446,Endotoxemia
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D005909,Glioblastoma
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D006470,Hemorrhage
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D006940,Hyperemia
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D006965,Hyperplasia
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D007249,Inflammation
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D015212,Inflammatory Bowel Diseases
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D007592,Joint Diseases
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D009336,Necrosis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D009362,Neoplasm Metastasis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D010212,Papilloma
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D011565,Psoriasis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D012008,Recurrence
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D013163,Splenomegaly
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D013276,Stomach Ulcer
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D013585,Synovitis
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D000072660,Teratozoospermia
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D013733,Testicular Diseases
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D014456,Ulcer
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D057772,Vascular System Injuries
DB00795,Sulfasalazine,Sulfasalazine,D012460,MESH:D015431,Weight Loss
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D000152,Acne Vulgaris
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D002481,Cellulitis
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D003866,Depressive Disorder
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D003872,Dermatitis
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D008175,Lung Neoplasms
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D008223,Lymphoma
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D008545,Melanoma
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D009369,Neoplasms
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D009447,Neuroblastoma
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D011230,Precancerous Conditions
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D011565,Psoriasis
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D012393,Rosacea
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D012868,Skin Abnormalities
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D012871,Skin Diseases
DB00982,Isotretinoin,Isotretinoin,D015474,MESH:D012878,Skin Neoplasms
DB01017,Minocycline,Minocycline,D008911,MESH:D000152,Acne Vulgaris
DB01017,Minocycline,Minocycline,D008911,MESH:D000544,Alzheimer Disease
DB01017,Minocycline,Minocycline,D008911,MESH:D000690,Amyotrophic Lateral Sclerosis
DB01017,Minocycline,Minocycline,D008911,MESH:D000855,Anorexia
DB01017,Minocycline,Minocycline,D008911,MESH:D001008,Anxiety Disorders
DB01017,Minocycline,Minocycline,D008911,MESH:D050197,Atherosclerosis
DB01017,Minocycline,Minocycline,D008911,MESH:D016470,Bacteremia
DB01017,Minocycline,Minocycline,D008911,MESH:D001927,Brain Diseases
DB01017,Minocycline,Minocycline,D008911,MESH:D001929,Brain Edema
DB01017,Minocycline,Minocycline,D008911,MESH:D001930,Brain Injuries
DB01017,Minocycline,Minocycline,D008911,MESH:D002545,Brain Ischemia
DB01017,Minocycline,Minocycline,D008911,MESH:D002544,Cerebral Infarction
DB01017,Minocycline,Minocycline,D008911,MESH:D002690,Chlamydia Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D019970,Cocaine-Related Disorders
DB01017,Minocycline,Minocycline,D008911,MESH:D003072,Cognition Disorders
DB01017,Minocycline,Minocycline,D008911,MESH:D060825,Cognitive Dysfunction
DB01017,Minocycline,Minocycline,D008911,MESH:D003092,Colitis
DB01017,Minocycline,Minocycline,D008911,MESH:D003866,Depressive Disorder
DB01017,Minocycline,Minocycline,D008911,MESH:D003929,Diabetic Neuropathies
DB01017,Minocycline,Minocycline,D008911,MESH:D005600,Fragile X Syndrome
DB01017,Minocycline,Minocycline,D008911,MESH:D005910,Glioma
DB01017,Minocycline,Minocycline,D008911,MESH:D016908,Gram-Positive Bacterial Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D017497,Hidradenitis Suppurativa
DB01017,Minocycline,Minocycline,D008911,MESH:D006816,Huntington Disease
DB01017,Minocycline,Minocycline,D008911,MESH:D006930,Hyperalgesia
DB01017,Minocycline,Minocycline,D008911,MESH:D006948,Hyperkinesis
DB01017,Minocycline,Minocycline,D008911,MESH:D007249,Inflammation
DB01017,Minocycline,Minocycline,D008911,MESH:D007511,Ischemia
DB01017,Minocycline,Minocycline,D008911,MESH:D007674,Kidney Diseases
DB01017,Minocycline,Minocycline,D008911,MESH:D008589,Meningococcal Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D008924,Mite Infestations
DB01017,Minocycline,Minocycline,D008911,MESH:D009069,Movement Disorders
DB01017,Minocycline,Minocycline,D008911,MESH:D015428,Myocardial Reperfusion Injury
DB01017,Minocycline,Minocycline,D008911,MESH:D009336,Necrosis
DB01017,Minocycline,Minocycline,D008911,MESH:D058426,Neointima
DB01017,Minocycline,Minocycline,D008911,MESH:D009410,Nerve Degeneration
DB01017,Minocycline,Minocycline,D008911,MESH:D019954,Neurobehavioral Manifestations
DB01017,Minocycline,Minocycline,D008911,MESH:D019636,Neurodegenerative Diseases
DB01017,Minocycline,Minocycline,D008911,MESH:D000857,Olfaction Disorders
DB01017,Minocycline,Minocycline,D008911,MESH:D010300,Parkinson Disease
DB01017,Minocycline,Minocycline,D008911,MESH:D011008,Pneumococcal Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D011014,Pneumonia
DB01017,Minocycline,Minocycline,D008911,MESH:D011183,Postoperative Complications
DB01017,Minocycline,Minocycline,D008911,MESH:D011565,Psoriasis
DB01017,Minocycline,Minocycline,D008911,MESH:D015427,Reperfusion Injury
DB01017,Minocycline,Minocycline,D008911,MESH:D012131,Respiratory Insufficiency
DB01017,Minocycline,Minocycline,D008911,MESH:D012141,Respiratory Tract Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D012393,Rosacea
DB01017,Minocycline,Minocycline,D008911,MESH:D012559,Schizophrenia
DB01017,Minocycline,Minocycline,D008911,MESH:D012852,Sinusitis
DB01017,Minocycline,Minocycline,D008911,MESH:D013119,Spinal Cord Injuries
DB01017,Minocycline,Minocycline,D008911,MESH:D013203,Staphylococcal Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D020521,Stroke
DB01017,Minocycline,Minocycline,D008911,MESH:D014552,Urinary Tract Infections
DB01017,Minocycline,Minocycline,D008911,MESH:D015431,Weight Loss
DB01017,Minocycline,Minocycline,D008911,MESH:D014901,West Nile Fever
DB01406,Danazol,Danazol,D003613,MESH:D000799,Angioedema
DB01406,Danazol,Danazol,D003613,MESH:D001943,Breast Neoplasms
DB01406,Danazol,Danazol,D003613,MESH:D004715,Endometriosis
DB01406,Danazol,Danazol,D003613,MESH:D005350,Fibroma
DB01406,Danazol,Danazol,D003613,MESH:D056829,Hereditary Angioedema Types I and II
DB01406,Danazol,Danazol,D003613,MESH:D006966,Hyperprolactinemia
DB01406,Danazol,Danazol,D003613,MESH:D007889,Leiomyoma
DB01406,Danazol,Danazol,D003613,MESH:D009503,Neutropenia
DB01406,Danazol,Danazol,D003613,MESH:D010146,Pain
DB01406,Danazol,Danazol,D003613,MESH:D010198,Pancytopenia
DB01406,Danazol,Danazol,D003613,MESH:D055728,Primary Myelofibrosis
DB01406,Danazol,Danazol,D003613,MESH:D011656,Pulmonary Emphysema
DB01406,Danazol,Danazol,D003613,MESH:D013921,Thrombocytopenia
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D000230,Adenocarcinoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D018268,Adrenocortical Carcinoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002280,Basal Cell Carcinoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D019046,Bone Marrow Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D001932,Brain Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D001943,Breast Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002051,Burkitt Lymphoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002276,Carcinoid Tumor
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002277,Carcinoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002779,Cholestasis
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D003110,Colonic Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D015179,Colorectal Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D065306,Corneal Injuries
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D018222,Desmoid Tumors
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D016889,Endometrial Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D004938,Esophageal Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D005909,Glioblastoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D006258,Head and Neck Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D006331,Heart Diseases
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D006394,Hemangiosarcoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D019337,Hematologic Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D006529,Hepatomegaly
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D006689,Hodgkin Disease
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D058922,Inflammatory Breast Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D007674,Kidney Diseases
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D007890,Leiomyosarcoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D007938,Leukemia
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008103,Liver Cirrhosis
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008113,Liver Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008175,Lung Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008223,Lymphoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008545,Melanoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008654,Mesothelioma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009101,Multiple Myeloma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009361,Neoplasm Invasiveness
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009362,Neoplasm Metastasis
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009369,Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009447,Neuroblastoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012516,Osteosarcoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D010051,Ovarian Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D010190,Pancreatic Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D003557,Phyllodes Tumor
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D010997,Pleural Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D011471,Prostatic Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D051437,Renal Insufficiency
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012208,Rhabdomyosarcoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012468,Salivary Gland Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012509,Sarcoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012878,Skin Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D055752,Small Cell Lung Carcinoma
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D012983,Soft Tissue Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D000077195,Squamous Cell Carcinoma of Head and Neck
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D013274,Stomach Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D013479,Superior Vena Cava Syndrome
