DB_DrugID,DB_DrugName,CTD_ChemicalName,CTD_ChemicalID,DiseaseID,DiseaseName
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D011658,Pulmonary Fibrosis
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D012008,Recurrence
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D051437,Renal Insufficiency
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D012175,Retinoblastoma
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D012208,Rhabdomyosarcoma
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D012509,Sarcoma
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D055752,Small Cell Lung Carcinoma
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D013118,Spinal Cord Diseases
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D013479,Superior Vena Cava Syndrome
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D015173,Supratentorial Neoplasms
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D013585,Synovitis
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D013736,Testicular Neoplasms
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D001749,Urinary Bladder Neoplasms
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D014571,Urologic Neoplasms
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D002583,Uterine Cervical Neoplasms
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D014657,Vasculitis
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D020246,Venous Thrombosis
DB00531,Cyclophosphamide,Cyclophosphamide,D003520,MESH:D014694,Ventricular Outflow Obstruction
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D001930,Brain Injuries
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D005911,Gliosis
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D006529,Hepatomegaly
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D008113,Liver Neoplasms
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D008881,Migraine Disorders
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D020326,Migraine without Aura
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D009410,Nerve Degeneration
DB00315,Zolmitriptan,zolmitriptan,C089750,MESH:D015431,Weight Loss
DB00343,Diltiazem,Diltiazem,D004110,MESH:D000419,Albuminuria
DB00343,Diltiazem,Diltiazem,D004110,MESH:D000787,Angina Pectoris
DB00343,Diltiazem,Diltiazem,D004110,MESH:D001008,Anxiety Disorders
DB00343,Diltiazem,Diltiazem,D004110,MESH:D001161,Arteriosclerosis
DB00343,Diltiazem,Diltiazem,D004110,MESH:D001281,Atrial Fibrillation
DB00343,Diltiazem,Diltiazem,D004110,MESH:D001919,Bradycardia
DB00343,Diltiazem,Diltiazem,D004110,MESH:D001943,Breast Neoplasms
DB00343,Diltiazem,Diltiazem,D004110,MESH:D002114,Calcinosis
DB00343,Diltiazem,Diltiazem,D004110,MESH:D009202,Cardiomyopathies
DB00343,Diltiazem,Diltiazem,D004110,MESH:D002318,Cardiovascular Diseases
DB00343,Diltiazem,Diltiazem,D004110,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00343,Diltiazem,Diltiazem,D004110,MESH:D019970,Cocaine-Related Disorders
DB00343,Diltiazem,Diltiazem,D004110,MESH:D003324,Coronary Artery Disease
DB00343,Diltiazem,Diltiazem,D004110,MESH:D003327,Coronary Disease
DB00343,Diltiazem,Diltiazem,D004110,MESH:D003925,Diabetic Angiopathies
DB00343,Diltiazem,Diltiazem,D004110,MESH:D004487,Edema
DB00343,Diltiazem,Diltiazem,D004110,MESH:D005355,Fibrosis
DB00343,Diltiazem,Diltiazem,D004110,MESH:D006261,Headache
DB00343,Diltiazem,Diltiazem,D004110,MESH:D006323,Heart Arrest
DB00343,Diltiazem,Diltiazem,D004110,MESH:D006973,Hypertension
DB00343,Diltiazem,Diltiazem,D004110,MESH:D007022,Hypotension
DB00343,Diltiazem,Diltiazem,D004110,MESH:D000860,Hypoxia
DB00343,Diltiazem,Diltiazem,D004110,MESH:D007511,Ischemia
DB00343,Diltiazem,Diltiazem,D004110,MESH:D007674,Kidney Diseases
DB00343,Diltiazem,Diltiazem,D004110,MESH:D008103,Liver Cirrhosis
DB00343,Diltiazem,Diltiazem,D004110,MESH:D008107,Liver Diseases
DB00343,Diltiazem,Diltiazem,D004110,MESH:D009203,Myocardial Infarction
DB00343,Diltiazem,Diltiazem,D004110,MESH:D017202,Myocardial Ischemia
DB00343,Diltiazem,Diltiazem,D004110,MESH:D015428,Myocardial Reperfusion Injury
DB00343,Diltiazem,Diltiazem,D004110,MESH:D009336,Necrosis
DB00343,Diltiazem,Diltiazem,D004110,MESH:D009798,Ocular Hypertension
DB00343,Diltiazem,Diltiazem,D004110,MESH:D010146,Pain
DB00343,Diltiazem,Diltiazem,D004110,MESH:D010554,Personality Disorders
DB00343,Diltiazem,Diltiazem,D004110,MESH:D011183,Postoperative Complications
DB00343,Diltiazem,Diltiazem,D004110,MESH:D011507,Proteinuria
DB00343,Diltiazem,Diltiazem,D004110,MESH:D051437,Renal Insufficiency
DB00343,Diltiazem,Diltiazem,D004110,MESH:D015427,Reperfusion Injury
DB00343,Diltiazem,Diltiazem,D004110,MESH:D012640,Seizures
DB00343,Diltiazem,Diltiazem,D004110,MESH:D013035,Spasm
DB00343,Diltiazem,Diltiazem,D004110,MESH:D020521,Stroke
DB00343,Diltiazem,Diltiazem,D004110,MESH:D013610,Tachycardia
DB00343,Diltiazem,Diltiazem,D004110,MESH:D014693,Ventricular Fibrillation
DB00343,Diltiazem,Diltiazem,D004110,MESH:D014694,Ventricular Outflow Obstruction
DB00343,Diltiazem,Diltiazem,D004110,MESH:D014927,Wolff-Parkinson-White Syndrome
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D000230,Adenocarcinoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D001005,Anus Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D001943,Breast Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D002276,Carcinoid Tumor
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D002277,Carcinoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D003110,Colonic Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D015179,Colorectal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D007644,Darier Disease
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D004938,Esophageal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D000077277,Esophageal Squamous Cell Carcinoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D005706,Gallbladder Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D005770,Gastrointestinal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D005910,Glioma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D006258,Head and Neck Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D006417,Hematuria
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D018197,Hepatoblastoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D006529,Hepatomegaly
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D006869,Hydronephrosis
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D007414,Intestinal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D007680,Kidney Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D007822,Laryngeal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D056784,Leukoencephalopathies
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D008113,Liver Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D008175,Lung Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D009062,Mouth Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D000077274,Nasopharyngeal Carcinoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D009303,Nasopharyngeal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D009362,Neoplasm Metastasis
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D009369,Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D010051,Ovarian Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D010190,Pancreatic Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D011183,Postoperative Complications
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D011230,Precancerous Conditions
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D011471,Prostatic Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D012004,Rectal Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D012509,Sarcoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D013163,Splenomegaly
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D000077195,Squamous Cell Carcinoma of Head and Neck
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D013272,Stomach Diseases
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D013274,Stomach Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D014062,Tongue Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D001749,Urinary Bladder Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D002583,Uterine Cervical Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D014594,Uterine Neoplasms
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D003969,Vipoma
DB00544,Fluorouracil,Fluorouracil,D005472,MESH:D015431,Weight Loss
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D000230,Adenocarcinoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D000077192,Adenocarcinoma of Lung
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001249,Asthma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001752,Blast Crisis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001778,Blood Coagulation Disorders
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001855,Bone Marrow Diseases
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001943,Breast Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D002051,Burkitt Lymphoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D002277,Carcinoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D003092,Colitis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D015179,Colorectal Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D023903,Coronary Restenosis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D004938,Esophageal Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005354,Fibrosarcoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005355,Fibrosis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005706,Gallbladder Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005770,Gastrointestinal Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005909,Glioblastoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D005910,Glioma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D054990,Idiopathic Pulmonary Fibrosis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D007249,Inflammation
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D007674,Kidney Diseases
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D007938,Leukemia
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D008113,Liver Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D008175,Lung Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D008527,Medulloblastoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009101,Multiple Myeloma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009182,Mycosis Fungoides
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009190,Myelodysplastic Syndromes
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D000077274,Nasopharyngeal Carcinoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009361,Neoplasm Invasiveness
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009362,Neoplasm Metastasis
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009369,Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D009447,Neuroblastoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D012516,Osteosarcoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D010051,Ovarian Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D010190,Pancreatic Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D010235,Paraganglioma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D011471,Prostatic Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D012008,Recurrence
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D012175,Retinoblastoma
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D013163,Splenomegaly
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D013274,Stomach Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D013964,Thyroid Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D001749,Urinary Bladder Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D002583,Uterine Cervical Neoplasms
DB01169,Arsenic trioxide,Arsenic Trioxide,D000077237,MESH:D015431,Weight Loss
DB01394,Colchicine,Colchicine,D003078,MESH:D000686,Amyloidosis
DB01394,Colchicine,Colchicine,D003078,MESH:D001528,Behcet Syndrome
DB01394,Colchicine,Colchicine,D003078,MESH:D001768,Blister
DB01394,Colchicine,Colchicine,D003078,MESH:D004487,Edema
DB01394,Colchicine,Colchicine,D003078,MESH:D010505,Familial Mediterranean Fever
DB01394,Colchicine,Colchicine,D003078,MESH:D006073,Gout
DB01394,Colchicine,Colchicine,D003078,MESH:D006965,Hyperplasia
DB01394,Colchicine,Colchicine,D003078,MESH:D033461,Hyperuricemia
DB01394,Colchicine,Colchicine,D003078,MESH:D007249,Inflammation
DB01394,Colchicine,Colchicine,D003078,MESH:D008103,Liver Cirrhosis
DB01394,Colchicine,Colchicine,D003078,MESH:D009369,Neoplasms
DB01394,Colchicine,Colchicine,D003078,MESH:D010146,Pain
DB01394,Colchicine,Colchicine,D003078,MESH:D011565,Psoriasis
DB01394,Colchicine,Colchicine,D003078,MESH:D012871,Skin Diseases
DB00608,Chloroquine,Chloroquine,D002738,MESH:D001168,Arthritis
DB00608,Chloroquine,Chloroquine,D002738,MESH:D001943,Breast Neoplasms
DB00608,Chloroquine,Chloroquine,D002738,MESH:D003240,Connective Tissue Diseases
DB00608,Chloroquine,Chloroquine,D002738,MESH:D018352,Coronavirus Infections
DB00608,Chloroquine,Chloroquine,D002738,MESH:D003872,Dermatitis
DB00608,Chloroquine,Chloroquine,D002738,MESH:D005909,Glioblastoma
DB00608,Chloroquine,Chloroquine,D002738,MESH:D006505,Hepatitis
DB00608,Chloroquine,Chloroquine,D002738,MESH:D006934,Hypercalcemia
DB00608,Chloroquine,Chloroquine,D002738,MESH:D007918,Leprosy
DB00608,Chloroquine,Chloroquine,D002738,MESH:D008288,Malaria
DB00608,Chloroquine,Chloroquine,D002738,MESH:D009361,Neoplasm Invasiveness
DB00608,Chloroquine,Chloroquine,D002738,MESH:D019954,Neurobehavioral Manifestations
DB00608,Chloroquine,Chloroquine,D002738,MESH:D012507,Sarcoidosis
DB00608,Chloroquine,Chloroquine,D002738,MESH:D045169,Severe Acute Respiratory Syndrome
DB00608,Chloroquine,Chloroquine,D002738,MESH:D012871,Skin Diseases
DB00608,Chloroquine,Chloroquine,D002738,MESH:D013274,Stomach Neoplasms
DB00608,Chloroquine,Chloroquine,D002738,MESH:D001749,Urinary Bladder Neoplasms
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D000437,Alcoholism
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D000740,Anemia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D001008,Anxiety Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D001259,Ataxia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D001321,Autistic Disorder
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D001714,Bipolar Disorder
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D001930,Brain Injuries
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D002389,Catatonia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019970,Cocaine-Related Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D003072,Cognition Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D003643,Death
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D003866,Depressive Disorder
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D020820,Dyskinesias
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D004421,Dystonia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D004827,Epilepsy
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D020329,Essential Tremor
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D005355,Fibrosis
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D005909,Glioblastoma
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D005911,Gliosis
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D006261,Headache
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D006529,Hepatomegaly
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D022124,Hyperammonemia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D006948,Hyperkinesis
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D006973,Hypertension
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D018476,Hypokinesia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D007859,Learning Disabilities
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D008569,Memory Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D008881,Migraine Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D020326,Migraine without Aura
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019964,Mood Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019957,Motor Skills Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D009069,Movement Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D009190,Myelodysplastic Syndromes
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D009369,Neoplasms
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D009393,Nephritis
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D009410,Nerve Degeneration
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019954,Neurobehavioral Manifestations
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019636,Neurodegenerative Diseases
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D010146,Pain
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D016584,Panic Disorder
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D010291,Paresis
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D010554,Personality Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D010149,Postoperative Pain
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D011297,Prenatal Exposure Delayed Effects
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D011507,Proteinuria
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D011595,Psychomotor Agitation
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D011618,Psychotic Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D012208,Rhabdomyosarcoma
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D012559,Schizophrenia
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D012640,Seizures
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D013226,Status Epilepticus
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019956,Stereotypic Movement Disorder
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D013342,Stuttering
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D019966,Substance-Related Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D013375,Substance Withdrawal Syndrome
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D013981,Tic Disorders
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D014202,Tremor
DB00313,Valproic acid,Valproic Acid,D014635,MESH:D015431,Weight Loss
DB00570,Vinblastine,Vinblastine,D014747,MESH:D000077192,Adenocarcinoma of Lung
DB00570,Vinblastine,Vinblastine,D014747,MESH:D001943,Breast Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D002277,Carcinoma
DB00570,Vinblastine,Vinblastine,D014747,MESH:D015179,Colorectal Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D006258,Head and Neck Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D006689,Hodgkin Disease
DB00570,Vinblastine,Vinblastine,D014747,MESH:D008113,Liver Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D008545,Melanoma
DB00570,Vinblastine,Vinblastine,D014747,MESH:D009362,Neoplasm Metastasis
DB00570,Vinblastine,Vinblastine,D014747,MESH:D010051,Ovarian Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D011471,Prostatic Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D012208,Rhabdomyosarcoma
DB00570,Vinblastine,Vinblastine,D014747,MESH:D013736,Testicular Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D001749,Urinary Bladder Neoplasms
DB00570,Vinblastine,Vinblastine,D014747,MESH:D014625,Vaginal Neoplasms
DB00501,Cimetidine,Cimetidine,D002927,MESH:D015746,Abdominal Pain
DB00501,Cimetidine,Cimetidine,D002927,MESH:D000707,Anaphylaxis
DB00501,Cimetidine,Cimetidine,D002927,MESH:D001002,Anuria
DB00501,Cimetidine,Cimetidine,D002927,MESH:D001919,Bradycardia
DB00501,Cimetidine,Cimetidine,D002927,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00501,Cimetidine,Cimetidine,D002927,MESH:D004381,Duodenal Ulcer
DB00501,Cimetidine,Cimetidine,D002927,MESH:D004487,Edema
DB00501,Cimetidine,Cimetidine,D002927,MESH:D016889,Endometrial Neoplasms
DB00501,Cimetidine,Cimetidine,D002927,MESH:D004941,Esophagitis
DB00501,Cimetidine,Cimetidine,D002927,MESH:D005764,Gastroesophageal Reflux
DB00501,Cimetidine,Cimetidine,D002927,MESH:D006471,Gastrointestinal Hemorrhage
DB00501,Cimetidine,Cimetidine,D002927,MESH:D006212,Hallucinations
DB00501,Cimetidine,Cimetidine,D002927,MESH:D006261,Headache
DB00501,Cimetidine,Cimetidine,D002927,MESH:D007003,Hypoglycemia
DB00501,Cimetidine,Cimetidine,D002927,MESH:D007022,Hypotension
DB00501,Cimetidine,Cimetidine,D002927,MESH:D007410,Intestinal Diseases
DB00501,Cimetidine,Cimetidine,D002927,MESH:D007674,Kidney Diseases
DB00501,Cimetidine,Cimetidine,D002927,MESH:D008107,Liver Diseases
DB00501,Cimetidine,Cimetidine,D002927,MESH:D008569,Memory Disorders
DB00501,Cimetidine,Cimetidine,D002927,MESH:D008708,Methemoglobinemia
DB00501,Cimetidine,Cimetidine,D002927,MESH:D009377,Multiple Endocrine Neoplasia
DB00501,Cimetidine,Cimetidine,D002927,MESH:D009336,Necrosis
DB00501,Cimetidine,Cimetidine,D002927,MESH:D010146,Pain
DB00501,Cimetidine,Cimetidine,D002927,MESH:D010437,Peptic Ulcer
DB00501,Cimetidine,Cimetidine,D002927,MESH:D011832,Radiation Injuries
DB00501,Cimetidine,Cimetidine,D002927,MESH:D012468,Salivary Gland Neoplasms
DB00501,Cimetidine,Cimetidine,D002927,MESH:D013274,Stomach Neoplasms
DB00501,Cimetidine,Cimetidine,D002927,MESH:D013276,Stomach Ulcer
DB00501,Cimetidine,Cimetidine,D002927,MESH:D014456,Ulcer
DB00501,Cimetidine,Cimetidine,D002927,MESH:D014581,Urticaria
DB00501,Cimetidine,Cimetidine,D002927,MESH:D014839,Vomiting
DB00563,Methotrexate,Methotrexate,D008727,MESH:D000230,Adenocarcinoma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001037,Aphasia
DB00563,Methotrexate,Methotrexate,D008727,MESH:D018771,Arthralgia
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001168,Arthritis
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001249,Asthma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001327,Autoimmune Diseases
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001424,Bacterial Infections
DB00563,Methotrexate,Methotrexate,D008727,MESH:D002280,Basal Cell Carcinoma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001847,Bone Diseases
DB00563,Methotrexate,Methotrexate,D008727,MESH:D019046,Bone Marrow Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001859,Bone Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001927,Brain Diseases
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001929,Brain Edema
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001932,Brain Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D001943,Breast Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D002051,Burkitt Lymphoma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D002277,Carcinoma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D002357,Cartilage Diseases
DB00563,Methotrexate,Methotrexate,D008727,MESH:D016543,Central Nervous System Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00563,Methotrexate,Methotrexate,D008727,MESH:D002813,Chondrosarcoma
DB00563,Methotrexate,Methotrexate,D008727,MESH:D003110,Colonic Neoplasms
DB00563,Methotrexate,Methotrexate,D008727,MESH:D015179,Colorectal Neoplasms
