DrugID,DiseaseID,numPreds
DB09140,MESH:D000013,40
DB09140,MESH:D000014,40
DB09140,MESH:D000799,40
DB09140,MESH:D000860,40
DB09140,MESH:D001145,40
DB09140,MESH:D001172,40
DB09140,MESH:D001919,40
DB09140,MESH:D001943,40
DB09140,MESH:D001997,40
DB09140,MESH:D002289,40
DB09140,MESH:D002303,40
DB09140,MESH:D002312,40
DB09140,MESH:D002545,40
DB09140,MESH:D002546,27
DB09140,MESH:D003128,40
DB09140,MESH:D003329,40
DB09140,MESH:D003490,40
DB09140,MESH:D003556,40
DB09140,MESH:D003929,40
DB09140,MESH:D004195,40
DB09140,MESH:D004487,40
DB09140,MESH:D005317,40
DB09140,MESH:D005355,40
DB09140,MESH:D005767,40
DB09140,MESH:D006327,40
DB09140,MESH:D006332,40
DB09140,MESH:D006417,40
DB09140,MESH:D006470,40
DB09140,MESH:D006505,40
DB09140,MESH:D006973,40
DB09140,MESH:D006976,40
DB09140,MESH:D007006,40
DB09140,MESH:D007022,40
DB09140,MESH:D007232,40
DB09140,MESH:D007247,40
DB09140,MESH:D007249,40
DB09140,MESH:D007333,40
DB09140,MESH:D007511,40
DB09140,MESH:D007674,40
DB09140,MESH:D008107,40
DB09140,MESH:D008175,40
DB09140,MESH:D008569,40
DB09140,MESH:D009069,40
DB09140,MESH:D009202,40
DB09140,MESH:D009203,40
DB09140,MESH:D009336,40
DB09140,MESH:D009361,40
DB09140,MESH:D009362,40
DB09140,MESH:D009369,40
DB09140,MESH:D009389,40
DB09140,MESH:D009410,40
DB09140,MESH:D009461,40
DB09140,MESH:D010996,40
DB09140,MESH:D011014,40
DB09140,MESH:D011183,40
DB09140,MESH:D011225,40
DB09140,MESH:D011507,40
DB09140,MESH:D011654,40
DB09140,MESH:D011658,40
DB09140,MESH:D012128,40
DB09140,MESH:D012164,40
DB09140,MESH:D012178,40
DB09140,MESH:D012640,40
DB09140,MESH:D013272,39
DB09140,MESH:D013276,40
DB09140,MESH:D013398,40
DB09140,MESH:D013610,40
DB09140,MESH:D013733,40
DB09140,MESH:D014839,40
DB09140,MESH:D015428,40
DB09140,MESH:D015431,40
DB09140,MESH:D015861,40
DB09140,MESH:D018450,40
DB09140,MESH:D018487,40
DB09140,MESH:D018496,40
DB09140,MESH:D018754,40
DB09140,MESH:D018921,40
DB09140,MESH:D019954,40
DB09140,MESH:D020244,40
DB09140,MESH:D020345,40
DB09140,MESH:D050197,40
DB09140,MESH:D055370,40
DB09140,MESH:D055371,40
DB09140,MESH:D056486,40
DB09140,MESH:D057772,40
DB09140,MESH:D058186,40
DB09140,MESH:D064726,2
DB09140,MESH:D066253,40
DB00730,MESH:D000013,40
DB00730,MESH:D001744,40
DB00730,MESH:D001749,40
DB00730,MESH:D002779,40
DB00730,MESH:D006417,0
DB00730,MESH:D006869,40
DB00730,MESH:D007669,40
DB00730,MESH:D007674,40
DB00730,MESH:D008103,40
DB00730,MESH:D008107,40
DB00730,MESH:D009336,40
DB00730,MESH:D011537,26
DB00730,MESH:D012859,40
DB00730,MESH:D013262,40
DB00730,MESH:D020261,40
DB00730,MESH:D056486,40
DB00898,MESH:D000013,40
DB00898,MESH:D000014,40
DB00898,MESH:D000236,40
DB00898,MESH:D000303,40
DB00898,MESH:D000402,40
DB00898,MESH:D000430,40
DB00898,MESH:D000435,40
DB00898,MESH:D000437,40
DB00898,MESH:D000647,40
DB00898,MESH:D000853,40
DB00898,MESH:D000855,40
DB00898,MESH:D001008,40
DB00898,MESH:D001068,40
DB00898,MESH:D001247,40
DB00898,MESH:D001259,40
DB00898,MESH:D001281,40
DB00898,MESH:D001284,40
DB00898,MESH:D001289,40
DB00898,MESH:D001342,40
DB00898,MESH:D001714,40
DB00898,MESH:D001766,40
DB00898,MESH:D001835,40
DB00898,MESH:D001851,40
DB00898,MESH:D001862,40
DB00898,MESH:D001919,40
DB00898,MESH:D001927,40
DB00898,MESH:D001929,40
DB00898,MESH:D001930,40
DB00898,MESH:D001943,40
DB00898,MESH:D002310,40
DB00898,MESH:D002311,40
DB00898,MESH:D002318,40
DB00898,MESH:D002386,40
DB00898,MESH:D002493,40
DB00898,MESH:D002526,40
DB00898,MESH:D002532,40
DB00898,MESH:D002543,40
DB00898,MESH:D002545,40
DB00898,MESH:D002658,40
DB00898,MESH:D002971,40
DB00898,MESH:D002972,40
DB00898,MESH:D003072,40
DB00898,MESH:D003092,40
DB00898,MESH:D003128,40
DB00898,MESH:D003645,40
DB00898,MESH:D003866,40
DB00898,MESH:D004195,40
DB00898,MESH:D004413,40
DB00898,MESH:D004417,40
DB00898,MESH:D004427,40
DB00898,MESH:D004487,40
DB00898,MESH:D004489,40
DB00898,MESH:D004719,40
DB00898,MESH:D004938,40
DB00898,MESH:D005124,40
DB00898,MESH:D005234,40
DB00898,MESH:D005235,40
DB00898,MESH:D005317,40
DB00898,MESH:D005355,40
DB00898,MESH:D005483,40
DB00898,MESH:D005767,40
DB00898,MESH:D005923,40
DB00898,MESH:D006212,40
DB00898,MESH:D006330,40
DB00898,MESH:D006331,40
DB00898,MESH:D006332,40
DB00898,MESH:D006335,40
DB00898,MESH:D006344,40
DB00898,MESH:D006391,40
DB00898,MESH:D006417,40
DB00898,MESH:D006470,40
DB00898,MESH:D006505,40
DB00898,MESH:D006519,40
DB00898,MESH:D006528,40
DB00898,MESH:D006529,40
DB00898,MESH:D006869,40
DB00898,MESH:D006930,40
DB00898,MESH:D006940,40
DB00898,MESH:D006943,40
DB00898,MESH:D006948,40
DB00898,MESH:D006973,40
DB00898,MESH:D007154,40
DB00898,MESH:D007249,40
DB00898,MESH:D007511,40
DB00898,MESH:D007569,40
DB00898,MESH:D007674,40
DB00898,MESH:D007683,40
DB00898,MESH:D007859,40
DB00898,MESH:D008103,40
DB00898,MESH:D008104,39
DB00898,MESH:D008106,40
DB00898,MESH:D008107,40
DB00898,MESH:D008108,40
DB00898,MESH:D008113,40
DB00898,MESH:D008114,40
DB00898,MESH:D008133,40
DB00898,MESH:D008175,40
DB00898,MESH:D008548,40
DB00898,MESH:D008569,40
DB00898,MESH:D008607,40
DB00898,MESH:D008831,40
DB00898,MESH:D008850,40
DB00898,MESH:D009059,40
DB00898,MESH:D009069,40
DB00898,MESH:D009102,40
DB00898,MESH:D009135,40
DB00898,MESH:D009202,40
DB00898,MESH:D009203,40
DB00898,MESH:D009325,40
DB00898,MESH:D009336,40
DB00898,MESH:D009361,40
DB00898,MESH:D009362,40
DB00898,MESH:D009421,40
DB00898,MESH:D009422,40
DB00898,MESH:D009845,40
DB00898,MESH:D009846,40
DB00898,MESH:D009901,40
DB00898,MESH:D010003,40
DB00898,MESH:D010146,40
DB00898,MESH:D010190,40
DB00898,MESH:D010195,40
DB00898,MESH:D010523,40
DB00898,MESH:D010538,40
DB00898,MESH:D010698,40
DB00898,MESH:D011115,40
DB00898,MESH:D011297,40
DB00898,MESH:D011507,40
DB00898,MESH:D011605,40
DB00898,MESH:D011656,40
DB00898,MESH:D012021,40
DB00898,MESH:D012164,40
DB00898,MESH:D012206,40
DB00898,MESH:D012640,40
DB00898,MESH:D013272,40
DB00898,MESH:D013274,40
DB00898,MESH:D013276,40
DB00898,MESH:D013345,40
DB00898,MESH:D013375,40
DB00898,MESH:D013733,40
DB00898,MESH:D013771,40
DB00898,MESH:D013832,40
DB00898,MESH:D014456,40
DB00898,MESH:D014474,40
DB00898,MESH:D014693,40
DB00898,MESH:D014839,40
DB00898,MESH:D015175,40
DB00898,MESH:D015228,40
DB00898,MESH:D015427,40
DB00898,MESH:D015430,40
DB00898,MESH:D015431,40
DB00898,MESH:D016757,40
DB00898,MESH:D017114,40
DB00898,MESH:D017119,40
DB00898,MESH:D017180,40
DB00898,MESH:D017379,40
DB00898,MESH:D018149,40
DB00898,MESH:D018450,40
DB00898,MESH:D018487,40
DB00898,MESH:D018805,40
DB00898,MESH:D018879,40
DB00898,MESH:D019446,40
DB00898,MESH:D019465,40
DB00898,MESH:D019512,40
DB00898,MESH:D019966,40
DB00898,MESH:D019969,40
DB00898,MESH:D019970,40
DB00898,MESH:D020018,40
DB00898,MESH:D020078,38
DB00898,MESH:D020257,40
DB00898,MESH:D020258,40
DB00898,MESH:D020270,40
DB00898,MESH:D020300,40
DB00898,MESH:D020329,40
DB00898,MESH:D020751,40
DB00898,MESH:D020820,40
DB00898,MESH:D020964,40
DB00898,MESH:D044882,40
DB00898,MESH:D048550,40
DB00898,MESH:D048629,40
DB00898,MESH:D048909,40
DB00898,MESH:D049188,40
DB00898,MESH:D050197,40
DB00898,MESH:D050500,40
DB00898,MESH:D051474,38
DB00898,MESH:D053608,40
DB00898,MESH:D054537,40
DB00898,MESH:D055371,40
DB00898,MESH:D058186,40
DB00898,MESH:D063647,40
DB00898,MESH:D065626,40
DB00898,MESH:D066126,40
DB01168,MESH:D000013,40
DB01168,MESH:D000230,40
DB01168,MESH:D000740,40
DB01168,MESH:D001254,40
DB01168,MESH:D001714,37
DB01168,MESH:D001749,40
DB01168,MESH:D001927,40
DB01168,MESH:D001932,40
DB01168,MESH:D001943,40
DB01168,MESH:D002295,40
DB01168,MESH:D002386,40
DB01168,MESH:D002493,40
DB01168,MESH:D002526,40
DB01168,MESH:D004806,38
DB01168,MESH:D005134,40
DB01168,MESH:D005759,40
DB01168,MESH:D005767,40
DB01168,MESH:D005910,40
DB01168,MESH:D006333,40
DB01168,MESH:D006408,40
DB01168,MESH:D006689,40
DB01168,MESH:D007970,40
DB01168,MESH:D008325,40
DB01168,MESH:D009101,40
DB01168,MESH:D009369,40
DB01168,MESH:D009422,40
DB01168,MESH:D009503,40
DB01168,MESH:D009669,40
DB01168,MESH:D009837,40
DB01168,MESH:D012173,40
DB01168,MESH:D013921,40
DB01168,MESH:D013927,40
DB01168,MESH:D016393,40
DB01168,MESH:D016543,40
DB01168,MESH:D018325,40
DB01168,MESH:D020964,40
DB01168,MESH:D051437,40
DB01168,MESH:D056784,40
DB00550,MESH:D000013,40
DB00550,MESH:D000068079,40
DB00550,MESH:D000380,40
DB00550,MESH:D000740,40
DB00550,MESH:D000741,40
DB00550,MESH:D000855,40
DB00550,MESH:D000860,40
DB00550,MESH:D001768,40
DB00550,MESH:D001778,40
DB00550,MESH:D001930,40
DB00550,MESH:D002375,40
DB00550,MESH:D002543,40
DB00550,MESH:D002779,40
DB00550,MESH:D002780,40
DB00550,MESH:D003967,40
DB00550,MESH:D004211,40
DB00550,MESH:D004417,40
DB00550,MESH:D004487,40
DB00550,MESH:D005076,40
DB00550,MESH:D005221,40
DB00550,MESH:D005317,26
DB00550,MESH:D005334,40
DB00550,MESH:D005922,40
DB00550,MESH:D006042,40
DB00550,MESH:D006044,40
DB00550,MESH:D006111,40
DB00550,MESH:D006319,40
DB00550,MESH:D006417,40
DB00550,MESH:D006505,40
DB00550,MESH:D006521,40
DB00550,MESH:D006529,40
DB00550,MESH:D006942,40
DB00550,MESH:D006980,40
DB00550,MESH:D007037,40
DB00550,MESH:D007105,0
DB00550,MESH:D007232,0
DB00550,MESH:D007249,40
DB00550,MESH:D007410,40
DB00550,MESH:D007511,40
DB00550,MESH:D007676,40
DB00550,MESH:D007683,40
DB00550,MESH:D007859,40
DB00550,MESH:D007964,40
DB00550,MESH:D007970,40
DB00550,MESH:D008108,0
DB00550,MESH:D008171,40
DB00550,MESH:D008175,40
DB00550,MESH:D008581,40
DB00550,MESH:D009205,40
DB00550,MESH:D009336,40
DB00550,MESH:D009393,39
DB00550,MESH:D009395,40
DB00550,MESH:D009503,40
DB00550,MESH:D010198,40
DB00550,MESH:D010523,40
DB00550,MESH:D011230,40
DB00550,MESH:D012021,40
DB00550,MESH:D012131,40
DB00550,MESH:D012640,40
DB00550,MESH:D012883,40
DB00550,MESH:D013163,40
DB00550,MESH:D013262,40
DB00550,MESH:D013479,40
DB00550,MESH:D013585,40
DB00550,MESH:D013921,40
DB00550,MESH:D013927,40
DB00550,MESH:D013959,40
DB00550,MESH:D013964,40
DB00550,MESH:D013971,40
DB00550,MESH:D014012,40
DB00550,MESH:D014456,39
DB00550,MESH:D015431,40
DB00550,MESH:D015433,37
DB00550,MESH:D015746,40
DB00550,MESH:D016736,40
DB00550,MESH:D017093,40
DB00550,MESH:D018149,36
DB00550,MESH:D018376,40
DB00550,MESH:D018487,40
DB00550,MESH:D019226,40
DB00550,MESH:D020018,40
DB00550,MESH:D041781,40
DB00550,MESH:D051437,40
DB00550,MESH:D054220,40
DB00550,MESH:D054221,40
DB00550,MESH:D056486,40
DB00550,MESH:D058186,40
DB00550,MESH:D060825,40
DB00550,MESH:D065666,40
DB00668,MESH:D000077192,40
DB00668,MESH:D000138,40
DB00668,MESH:D000647,40
DB00668,MESH:D000707,40
DB00668,MESH:D000799,40
DB00668,MESH:D000855,40
DB00668,MESH:D001008,40
DB00668,MESH:D001037,40
DB00668,MESH:D001249,40
DB00668,MESH:D001259,40
DB00668,MESH:D001416,40
DB00668,MESH:D001763,40
DB00668,MESH:D001919,40
DB00668,MESH:D002311,40
DB00668,MESH:D002318,40
DB00668,MESH:D002543,40
DB00668,MESH:D002544,40
DB00668,MESH:D002545,40
DB00668,MESH:D003324,40
DB00668,MESH:D003328,40
DB00668,MESH:D003371,40
DB00668,MESH:D003556,40
DB00668,MESH:D003645,40
DB00668,MESH:D004211,40
DB00668,MESH:D004401,40
DB00668,MESH:D004417,40
DB00668,MESH:D004487,40
DB00668,MESH:D004827,40
DB00668,MESH:D004830,40
DB00668,MESH:D005119,40
DB00668,MESH:D005512,0
DB00668,MESH:D005891,40
DB00668,MESH:D005901,40
DB00668,MESH:D006261,40
DB00668,MESH:D006319,40
DB00668,MESH:D006331,40
DB00668,MESH:D006333,40
DB00668,MESH:D006470,40
DB00668,MESH:D006471,40
DB00668,MESH:D006930,40
DB00668,MESH:D006934,40
DB00668,MESH:D006940,40
DB00668,MESH:D006943,40
DB00668,MESH:D006947,40
DB00668,MESH:D006973,40
DB00668,MESH:D007008,40
DB00668,MESH:D007022,40
DB00668,MESH:D007249,40
DB00668,MESH:D007511,40
DB00668,MESH:D007964,40
DB00668,MESH:D008269,40
DB00668,MESH:D008275,40
DB00668,MESH:D009127,40
DB00668,MESH:D009135,40
DB00668,MESH:D009202,40
DB00668,MESH:D009205,40
DB00668,MESH:D009325,40
DB00668,MESH:D009336,40
DB00668,MESH:D009503,40
DB00668,MESH:D009798,40
DB00668,MESH:D010146,40
DB00668,MESH:D010149,40
DB00668,MESH:D010244,40
DB00668,MESH:D010292,40
DB00668,MESH:D010673,40
DB00668,MESH:D011183,40
DB00668,MESH:D011297,40
DB00668,MESH:D011537,40
DB00668,MESH:D011595,40
DB00668,MESH:D011654,40
DB00668,MESH:D012131,40
DB00668,MESH:D012135,40
DB00668,MESH:D012206,40
DB00668,MESH:D012559,40
DB00668,MESH:D012769,40
DB00668,MESH:D012770,40
DB00668,MESH:D012892,40
DB00668,MESH:D013345,40
DB00668,MESH:D013610,40
DB00668,MESH:D013616,40
DB00668,MESH:D013617,40
DB00668,MESH:D013921,40
DB00668,MESH:D013923,40
DB00668,MESH:D013927,40
DB00668,MESH:D014012,40
DB00668,MESH:D014202,40
DB00668,MESH:D014456,40
DB00668,MESH:D014581,40
DB00668,MESH:D014652,40
DB00668,MESH:D014693,40
DB00668,MESH:D014786,40
DB00668,MESH:D014839,40
DB00668,MESH:D015427,40
DB00668,MESH:D016055,40
DB00668,MESH:D016171,40
DB00668,MESH:D016584,40
DB00668,MESH:D016757,40
DB00668,MESH:D016893,20
DB00668,MESH:D017202,40
DB00668,MESH:D018487,40
DB00668,MESH:D018771,40
DB00668,MESH:D018879,40
DB00668,MESH:D018917,40
DB00668,MESH:D019970,40
DB00668,MESH:D029424,40
DB00668,MESH:D034381,40
DB00668,MESH:D051437,40
DB00668,MESH:D054537,40
DB00668,MESH:D058186,40
DB00668,MESH:D062787,40
DB00307,MESH:D000013,40
DB00307,MESH:D000740,40
DB00307,MESH:D001943,40
DB00307,MESH:D002289,40
DB00307,MESH:D006937,40
DB00307,MESH:D006965,0
DB00307,MESH:D008175,40
DB00307,MESH:D008325,40
DB00307,MESH:D009376,40
DB00307,MESH:D012871,40
DB00307,MESH:D015228,40
DB00307,MESH:D016410,0
DB00307,MESH:D017689,0
DB00307,MESH:D054220,0
DB00313,MESH:D000013,40
DB00313,MESH:D000014,40
DB00313,MESH:D000015,40
DB00313,MESH:D000067877,40
DB00313,MESH:D000138,40
DB00313,MESH:D000140,40
DB00313,MESH:D000310,40
DB00313,MESH:D000380,40
DB00313,MESH:D000437,40
DB00313,MESH:D000471,40
DB00313,MESH:D000505,40
DB00313,MESH:D000648,40
DB00313,MESH:D000740,40
DB00313,MESH:D000741,40
DB00313,MESH:D000743,40
DB00313,MESH:D000744,40
DB00313,MESH:D000748,40
DB00313,MESH:D001008,40
DB00313,MESH:D001049,40
DB00313,MESH:D001139,40
DB00313,MESH:D001201,40
DB00313,MESH:D001259,40
DB00313,MESH:D001284,40
DB00313,MESH:D001321,40
DB00313,MESH:D001480,40
DB00313,MESH:D001523,40
DB00313,MESH:D001750,40
DB00313,MESH:D001778,40
DB00313,MESH:D001791,40
DB00313,MESH:D001851,40
DB00313,MESH:D001855,40
DB00313,MESH:D001919,40
DB00313,MESH:D001928,40
DB00313,MESH:D001930,40
DB00313,MESH:D002289,40
DB00313,MESH:D002493,40
DB00313,MESH:D002583,40
DB00313,MESH:D002658,40
DB00313,MESH:D002779,40
DB00313,MESH:D002780,40
DB00313,MESH:D002819,40
DB00313,MESH:D002971,40
DB00313,MESH:D002972,40
DB00313,MESH:D003128,40
DB00313,MESH:D003398,40
DB00313,MESH:D003680,40
DB00313,MESH:D003866,40
DB00313,MESH:D003872,40
DB00313,MESH:D003875,40
DB00313,MESH:D004195,40
DB00313,MESH:D004211,40
DB00313,MESH:D004310,40
DB00313,MESH:D004401,40
DB00313,MESH:D004421,40
DB00313,MESH:D004487,40
DB00313,MESH:D004700,40
DB00313,MESH:D004802,40
DB00313,MESH:D004827,40
DB00313,MESH:D004829,40
DB00313,MESH:D004830,40
DB00313,MESH:D004833,40
DB00313,MESH:D004892,40
DB00313,MESH:D005141,40
DB00313,MESH:D005198,40
DB00313,MESH:D005234,40
DB00313,MESH:D005313,40
DB00313,MESH:D005315,40
DB00313,MESH:D005327,40
DB00313,MESH:D005334,40
DB00313,MESH:D005355,40
DB00313,MESH:D005767,40
DB00313,MESH:D005909,40
DB00313,MESH:D006130,40
DB00313,MESH:D006201,40
DB00313,MESH:D006212,40
DB00313,MESH:D006261,40
DB00313,MESH:D006330,40
DB00313,MESH:D006344,40
DB00313,MESH:D006345,40
DB00313,MESH:D006406,40
DB00313,MESH:D006417,40
DB00313,MESH:D006474,40
DB00313,MESH:D006501,40
DB00313,MESH:D006505,40
DB00313,MESH:D006529,40
DB00313,MESH:D006849,40
DB00313,MESH:D006946,40
DB00313,MESH:D006948,40
DB00313,MESH:D006972,40
DB00313,MESH:D006973,40
DB00313,MESH:D006976,40
DB00313,MESH:D007003,40
DB00313,MESH:D007008,40
DB00313,MESH:D007010,40
DB00313,MESH:D007021,40
DB00313,MESH:D007022,40
DB00313,MESH:D007035,40
DB00313,MESH:D007174,40
DB00313,MESH:D007177,40
DB00313,MESH:D007249,40
DB00313,MESH:D007319,40
DB00313,MESH:D007333,40
DB00313,MESH:D007674,40
DB00313,MESH:D007805,40
DB00313,MESH:D007859,40
DB00313,MESH:D007970,40
DB00313,MESH:D008107,40
DB00313,MESH:D008180,40
DB00313,MESH:D008591,40
DB00313,MESH:D008607,40
DB00313,MESH:D008831,40
DB00313,MESH:D008881,40
DB00313,MESH:D009069,40
DB00313,MESH:D009102,40
DB00313,MESH:D009123,40
DB00313,MESH:D009127,40
DB00313,MESH:D009135,40
DB00313,MESH:D009139,40
DB00313,MESH:D009362,40
DB00313,MESH:D009393,40
DB00313,MESH:D009410,40
DB00313,MESH:D009422,40
DB00313,MESH:D009436,40
DB00313,MESH:D009503,40
DB00313,MESH:D009765,40
DB00313,MESH:D010146,40
DB00313,MESH:D010149,40
DB00313,MESH:D010195,40
DB00313,MESH:D010198,40
DB00313,MESH:D010291,40
DB00313,MESH:D010292,40
DB00313,MESH:D010302,40
DB00313,MESH:D010490,40
DB00313,MESH:D010554,40
DB00313,MESH:D010911,40
DB00313,MESH:D010996,40
DB00313,MESH:D011085,40
DB00313,MESH:D011141,40
DB00313,MESH:D011248,40
DB00313,MESH:D011297,40
DB00313,MESH:D011507,40
DB00313,MESH:D011595,40
DB00313,MESH:D011596,40
DB00313,MESH:D011605,40
DB00313,MESH:D011618,40
DB00313,MESH:D012021,40
DB00313,MESH:D012131,40
DB00313,MESH:D012206,40
DB00313,MESH:D012208,40
DB00313,MESH:D012559,40
DB00313,MESH:D012771,40
DB00313,MESH:D012868,40
DB00313,MESH:D012893,40
DB00313,MESH:D013036,40
DB00313,MESH:D013118,40
DB00313,MESH:D013226,40
DB00313,MESH:D013262,40
DB00313,MESH:D013313,40
DB00313,MESH:D013342,40
DB00313,MESH:D013921,40
DB00313,MESH:D013981,40
DB00313,MESH:D014178,40
DB00313,MESH:D014188,40
DB00313,MESH:D014202,40
DB00313,MESH:D014474,40
DB00313,MESH:D014564,40
DB00313,MESH:D014786,40
DB00313,MESH:D014839,40
DB00313,MESH:D015430,40
DB00313,MESH:D015431,40
DB00313,MESH:D015470,40
DB00313,MESH:D015619,40
DB00313,MESH:D015674,40
DB00313,MESH:D015746,40
DB00313,MESH:D015858,40
DB00313,MESH:D016135,40
DB00313,MESH:D016137,40
DB00313,MESH:D016584,40
DB00313,MESH:D017093,40
DB00313,MESH:D017094,40
DB00313,MESH:D017114,40
DB00313,MESH:D017241,0
DB00313,MESH:D017512,40
DB00313,MESH:D017563,40
DB00313,MESH:D017588,40
DB00313,MESH:D017674,40
DB00313,MESH:D017880,40
DB00313,MESH:D018149,40
DB00313,MESH:D018226,40
DB00313,MESH:D018376,40
DB00313,MESH:D018476,40
DB00313,MESH:D018636,40
DB00313,MESH:D018908,40
DB00313,MESH:D019305,40
DB00313,MESH:D019465,40
DB00313,MESH:D019586,40
DB00313,MESH:D019636,40
DB00313,MESH:D019957,40
DB00313,MESH:D019958,40
DB00313,MESH:D019964,40
DB00313,MESH:D019966,40
DB00313,MESH:D019970,40
DB00313,MESH:D020018,40
DB00313,MESH:D020190,40
DB00313,MESH:D020194,40
DB00313,MESH:D020233,40
DB00313,MESH:D020234,40
DB00313,MESH:D020300,40
DB00313,MESH:D020326,40
DB00313,MESH:D020329,40
DB00313,MESH:D020417,40
DB00313,MESH:D020734,40
DB00313,MESH:D020820,40
DB00313,MESH:D020964,40
DB00313,MESH:D022124,40
DB00313,MESH:D028361,40
DB00313,MESH:D034381,40
DB00313,MESH:D041781,40
DB00313,MESH:D049188,40
DB00313,MESH:D050171,40
DB00313,MESH:D051437,40
DB00313,MESH:D053608,40
DB00313,MESH:D053609,40
DB00313,MESH:D054220,40
DB00313,MESH:D056486,40
DB00313,MESH:D058186,40
DB00313,MESH:D064793,40
DB01181,MESH:D000013,40
DB01181,MESH:D000138,40
DB01181,MESH:D000141,39
DB01181,MESH:D000230,40
DB01181,MESH:D000380,40
DB01181,MESH:D000505,40
DB01181,MESH:D000707,40
DB01181,MESH:D000740,40
DB01181,MESH:D000756,40
DB01181,MESH:D000855,40
DB01181,MESH:D001008,40
DB01181,MESH:D001145,40
DB01181,MESH:D001259,40
DB01181,MESH:D001424,26
DB01181,MESH:D001480,40
DB01181,MESH:D001714,40
DB01181,MESH:D001745,40
DB01181,MESH:D001749,40
DB01181,MESH:D001855,40
DB01181,MESH:D001859,40
DB01181,MESH:D001927,40
DB01181,MESH:D001932,40
DB01181,MESH:D001943,40
DB01181,MESH:D002051,40
DB01181,MESH:D002277,40
DB01181,MESH:D002289,40
DB01181,MESH:D002292,40
DB01181,MESH:D002294,40
DB01181,MESH:D002295,40
DB01181,MESH:D002526,40
DB01181,MESH:D002544,40
DB01181,MESH:D002545,40
DB01181,MESH:D003128,40
DB01181,MESH:D003556,40
DB01181,MESH:D004195,40
DB01181,MESH:D004417,40
DB01181,MESH:D004827,40
DB01181,MESH:D005198,40
DB01181,MESH:D005833,40
DB01181,MESH:D006130,40
DB01181,MESH:D006212,40
DB01181,MESH:D006417,40
DB01181,MESH:D006470,40
DB01181,MESH:D006689,40
DB01181,MESH:D007008,40
DB01181,MESH:D007010,40
DB01181,MESH:D007177,40
DB01181,MESH:D007674,40
DB01181,MESH:D007676,40
DB01181,MESH:D007680,40
DB01181,MESH:D007890,40
DB01181,MESH:D007938,40
DB01181,MESH:D007970,40
DB01181,MESH:D008175,40
DB01181,MESH:D008223,40
DB01181,MESH:D008224,40
DB01181,MESH:D008228,40
DB01181,MESH:D009190,40
DB01181,MESH:D009205,40
DB01181,MESH:D009325,40
DB01181,MESH:D009336,40
DB01181,MESH:D009362,40
DB01181,MESH:D009374,40
DB01181,MESH:D009395,40
DB01181,MESH:D009396,40
DB01181,MESH:D009410,40
DB01181,MESH:D009422,40
DB01181,MESH:D009442,40
DB01181,MESH:D009447,40
DB01181,MESH:D010051,40
DB01181,MESH:D010292,40
DB01181,MESH:D010523,40
DB01181,MESH:D011471,40
DB01181,MESH:D011507,40
DB01181,MESH:D011605,40
DB01181,MESH:D011654,40
DB01181,MESH:D012208,40
DB01181,MESH:D012279,40
DB01181,MESH:D012509,40
DB01181,MESH:D012512,40
DB01181,MESH:D012516,40
DB01181,MESH:D012640,40
DB01181,MESH:D012983,39
DB01181,MESH:D013226,40
DB01181,MESH:D013262,40
DB01181,MESH:D013584,40
DB01181,MESH:D013610,40
DB01181,MESH:D013921,40
DB01181,MESH:D014555,40
DB01181,MESH:D014786,40
DB01181,MESH:D014839,40
DB01181,MESH:D015470,40
DB01181,MESH:D016393,40
DB01181,MESH:D016889,40
DB01181,MESH:D017495,40
DB01181,MESH:D017674,40
DB01181,MESH:D018241,40
DB01181,MESH:D018287,40
DB01181,MESH:D018288,40
DB01181,MESH:D018500,40
DB01181,MESH:D018805,40
DB01181,MESH:D019337,40
DB01181,MESH:D019964,40
DB01181,MESH:D020258,40
DB01181,MESH:D020820,40
DB01181,MESH:D028361,40
DB01181,MESH:D034381,40
DB01181,MESH:D051437,40
DB01181,MESH:D055752,40
DB01181,MESH:D058186,40
DB00347,MESH:D000013,40
DB00347,MESH:D000014,40
DB00347,MESH:D001008,40
DB00347,MESH:D002493,40
DB00347,MESH:D002658,40
DB00347,MESH:D004374,0
DB00347,MESH:D004832,40
DB00347,MESH:D005124,40
DB00347,MESH:D006130,40
DB00347,MESH:D006330,40
DB00347,MESH:D006345,40
DB00347,MESH:D006529,40
DB00347,MESH:D006948,40
DB00347,MESH:D007680,40
DB00347,MESH:D007859,40
DB00347,MESH:D008114,14
DB00347,MESH:D008831,40
DB00347,MESH:D009157,40
DB00347,MESH:D009401,40
DB00347,MESH:D009404,40
DB00347,MESH:D010195,2
DB00347,MESH:D011230,0
DB00347,MESH:D011297,40
DB00347,MESH:D012640,40
DB00347,MESH:D018376,40
DB00347,MESH:D019465,40
DB00347,MESH:D019957,40
DB01033,MESH:D000013,40
DB01033,MESH:D000022,40
DB01033,MESH:D000169,0
DB01033,MESH:D000744,40
DB01033,MESH:D003093,40
DB01033,MESH:D003424,40
DB01033,MESH:D003875,40
DB01033,MESH:D005221,40
DB01033,MESH:D005317,40
DB01033,MESH:D005767,40
DB01033,MESH:D006331,40
DB01033,MESH:D006417,40
DB01033,MESH:D006521,40
DB01033,MESH:D006965,40
DB01033,MESH:D007945,40
DB01033,MESH:D007951,40
DB01033,MESH:D007970,40
DB01033,MESH:D008064,40
DB01033,MESH:D010195,40
DB01033,MESH:D010198,39
DB01033,MESH:D010291,38
DB01033,MESH:D010922,40
